sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC1=NN(C)C(Cl)=C1CSC2=NN=C(SCC(N)=O)S2,Z1126767921,349.887,349.887,0.292,-5.108,1,4,86.69,6,https://real.enamine.net/public-enum-files/Z1126767921
CSC1CCCC1N(C)CC2=CSC=N2,Z1289830238,242.407,242.407,2.031,-2.47,0,2,16.13,4,https://real.enamine.net/public-enum-files/Z1289830238
COC=1C=CC=C(C1)CN2N=C(C)C(C=CC(=O)N3CCC3)=C2Cl,Z117069396,345.824,345.824,2.843,-4.13,0,3,47.36,6,https://real.enamine.net/public-enum-files/Z117069396
CC1=CN=C(CCN(C)CC2=CN=C(S2)C3CC3)S1,Z1569558123,293.454,293.454,2.203,-1.98,0,3,29.02,6,https://real.enamine.net/public-enum-files/Z1569558123
CCCN1N=C(C)C(CN2CCOC(C2)C3=CC=C(C)O3)=C1C,Z1569716145,317.427,317.427,2.733,-1.51,0,3,43.43,5,https://real.enamine.net/public-enum-files/Z1569716145
CC(C)(C)C1=NNC(=N1)C2CN(CC3=NC=CN3)CCO2,Z1268953662,290.365,290.365,0.449,-0.75,2,5,82.72,4,https://real.enamine.net/public-enum-files/Z1268953662
CCN(CC)C1=NC=C(CN2CCOC(C2)C3=CC=CO3)S1,Z1569690716,321.44,321.44,2.782,-2.772,0,4,41.74,6,https://real.enamine.net/public-enum-files/Z1569690716
CON=C1CCS(=O)(=O)C=2C=CC(F)=CC12,Z188363190,243.256,243.256,1.508,-1.98,0,4,55.73,1,https://real.enamine.net/public-enum-files/Z188363190
CC1=NC=2NN(C)C(=O)C2C(C)=C1CCC(=O)N(C)C3CCCCC3,Z1127056489,344.452,344.452,1.169,-3.604,1,4,65.54,5,https://real.enamine.net/public-enum-files/Z1127056489
CC=1N=C2C(C(=O)NN2C)=C(C)C1CC(=O)NCC3=CC=CO3,Z1127025621,314.34,314.34,1.172,-3.153,2,4,87.47,5,https://real.enamine.net/public-enum-files/Z1127025621
CC=1N=C2C(C(=O)NN2C)=C(C)C1CC(=O)NCCC=3C=CC=CN3,Z1127031955,339.393,339.393,0.568,-2.911,2,5,87.22,6,https://real.enamine.net/public-enum-files/Z1127031955
CCC=1OC=2C=CC=CC2C1C=C3SC(=S)N(CC(=O)O)C3=O,Z118284624,347.412,347.412,3.016,-6.11,1,3,70.75,4,https://real.enamine.net/public-enum-files/Z118284624
CCN1C(S)=NN=C1CNC(=O)C=2C=CC(F)=C(C2)C(F)(F)F,Z1126970813,348.321,348.321,2.559,-4.548,2,3,59.81,6,https://real.enamine.net/public-enum-files/Z1126970813
COC=1C=C(SC1C(=O)N2CCS(=O)CC2)C=3C=CC=CC3,Z1126977063,335.444,335.444,1.939,-4.213,0,3,46.61,4,https://real.enamine.net/public-enum-files/Z1126977063
O=C(NC=1C=CC=CC1F)C2CSCN2C(=O)C=3C=CSC3,Z1126864540,336.407,336.407,2.337,-5.202,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z1126864540
N#CC=1C=CC(=CC1)NC(=O)C2CSCN2C(=O)C=3C=CSC3,Z981148216,343.426,343.426,2.568,-5.213,1,3,73.2,5,https://real.enamine.net/public-enum-files/Z981148216
CN(CCOCC1CC1)S(=O)(=O)C2=CNC=3N=CC=C(Cl)C23,Z1570006919,343.83,343.83,2.394,-3.143,1,4,75.29,7,https://real.enamine.net/public-enum-files/Z1570006919
CC(C)C=1C=C(C(=O)NC2CCS(=O)(=O)C2)C3=CC=CC=C3N1,Z118692318,332.419,332.419,1.748,-3.78,1,4,76.13,4,https://real.enamine.net/public-enum-files/Z118692318
CC1=CC(=NO1)C(=O)NC2CCN(CC=3N=NSC3Cl)CC2,Z826978830,341.818,341.818,0.387,-2.79,1,5,84.15,5,https://real.enamine.net/public-enum-files/Z826978830
CC1=CSC(=N1)C(C#N)=CC2=CC=C(O2)C3CC3C,Z119902946,270.351,270.351,2.938,-3.543,0,2,49.82,3,https://real.enamine.net/public-enum-files/Z119902946
CC=1C=C(N2CCSC2)N3N=CN=C3N1,Z1127121992,221.284,221.284,0.608,-3.39,0,4,46.32,1,https://real.enamine.net/public-enum-files/Z1127121992
CC(C=1C=CC(Cl)=CC1)N(C(=O)NC2=NN=CS2)C3CC3,Z1127204635,322.814,322.814,2.93,-4.865,1,3,58.12,6,https://real.enamine.net/public-enum-files/Z1127204635
O=C(NCCN1C(=O)CSC1=O)C=2C=CC(=C(F)C2)N3C=CC=C3,Z1128277525,347.366,347.366,1.848,-4.141,1,3,71.41,6,https://real.enamine.net/public-enum-files/Z1128277525
CC1=CC=C(S1)S(=O)(=O)N2CCN(CC2)C3=NC=CS3,Z128160078,329.465,329.465,2.431,-4.2,0,4,53.51,3,https://real.enamine.net/public-enum-files/Z128160078
CC=1C=CC(NC(=O)N2CCSSCC2)=C(C)C1,Z1571001732,282.428,282.428,2.549,-4.89,1,1,32.34,3,https://real.enamine.net/public-enum-files/Z1571001732
O=C(NC1CCCCC1C(F)(F)F)C=2C=CC(=CC2)S(=O)(=O)C(F)F,Z272365816,385.351,385.351,2.988,-4.94,1,3,63.24,6,https://real.enamine.net/public-enum-files/Z272365816
COCC1=NN(CC2=CN3C=CC=CC3=C2C#N)C(=O)O1,Z1416619239,284.271,284.271,0.819,-1.503,0,4,79.33,4,https://real.enamine.net/public-enum-files/Z1416619239
CN1C=CN=C1C(NC(=O)CN2CCSC2=O)C3=CC=CC=C3F,Z167578024,348.397,348.397,0.449,-3.111,1,3,67.23,6,https://real.enamine.net/public-enum-files/Z167578024
O=C(CN1CCCC1=O)NC2=CC=C(N=C2)OCC(F)(F)C(F)F,Z1129159505,349.281,349.281,2.199,-3.338,1,4,71.53,8,https://real.enamine.net/public-enum-files/Z1129159505
CC(N(C)C(=O)C(C=1C(F)=CC=CC1F)N(C)C)C2(C)CC2,Z1572361777,310.383,310.383,3.608,-2.86,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z1572361777
CCC(C)C(C)N(C(=O)C=1C=C(C=CC1C)S(C)(=O)=O)C2CC2,Z1129715022,337.479,337.479,2.762,-4.282,0,3,54.45,7,https://real.enamine.net/public-enum-files/Z1129715022
CCC(C)C(C)N(C(=O)C=1C=CC(Cl)=NC1)C2CC2,Z1129714426,280.793,280.793,3.135,-4.264,0,2,33.2,6,https://real.enamine.net/public-enum-files/Z1129714426
COC=1C=C(F)C=C(C1)NC(=O)NC2=NN=C(S2)C3CC3,Z1416522159,308.333,308.333,2.818,-3.99,2,4,76.14,6,https://real.enamine.net/public-enum-files/Z1416522159
C[C@@H]1CN(CC2=CC=C(Cl)C(=C2)C(F)(F)F)CC(O1)C(N)=O,Z1572459763,336.737,336.737,2.741,-3.508,1,3,55.56,4,https://real.enamine.net/public-enum-files/Z1572459763
CN1C=NC(=C1Cl)S(=O)(=O)N2CCCC=3C=CC=C(Cl)C32,Z850684812,346.233,346.233,2.816,-4.811,0,3,55.2,2,https://real.enamine.net/public-enum-files/Z850684812
CC1=NC(C)=C(S1)C(C)NC(=O)C=2SC=CC2C3CC3,Z899447014,306.449,306.449,2.571,-3.64,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z899447014
O=C(CN1C=NC=2C=C(F)C(F)=CC21)NC=3C=CC(F)=C(F)C3,Z283749292,323.246,323.246,3.166,-4.406,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z283749292
O=S(=O)(NCCC=1C=CC=CN1)N2CCC=3C=CC=CC3C2,Z285965874,317.408,317.408,3.296,-2.636,1,4,62.3,5,https://real.enamine.net/public-enum-files/Z285965874
COCCC1(CNC(=O)NC2=CC=CC(C)=C2Cl)CC1,Z1451879457,296.793,296.793,2.805,-2.86,2,2,50.36,8,https://real.enamine.net/public-enum-files/Z1451879457
CN(C(=O)CN1N=C2C=CC=CN2C1=O)C3(C#N)CCCCC3,Z360885354,313.355,313.355,2.053,-3.459,0,4,80.01,4,https://real.enamine.net/public-enum-files/Z360885354
COCC1=NN(CCOC=2C=CC=CC2C)C(=O)O1,Z1416621044,264.278,264.278,1.397,-2,0,4,60.36,6,https://real.enamine.net/public-enum-files/Z1416621044
CCONC(=O)C=1C=NN(C1C(F)(F)F)C=2C=CC=CC2F,Z300953752,317.24,317.24,2.793,-3.773,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z300953752
S=C1SC=NN1CN2CCN(CC2)C=3C=NC=CN3,Z286529942,294.402,294.402,0.952,-2.424,0,5,47.86,3,
O=C(CN1N=C(OC1=O)C=2C=CC(F)=CC2)C=3C=CC=CC3F,Z151004350,316.26,316.26,2.501,-5.149,0,3,58.97,4,https://real.enamine.net/public-enum-files/Z151004350
O=C(NC1=NN=C(S1)C(F)F)C=2SC=CC2OC(F)F,Z1134408623,327.281,327.281,1.525,-4.43,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z1134408623
CC(C)C1=NSC(=N1)SCCN(C)C,Z1576929492,231.384,231.384,2.246,-2.76,0,3,29.02,5,https://real.enamine.net/public-enum-files/Z1576929492
CC(=O)N1CCC(CSC2=NNC(=O)N2C)CC1,Z1137597511,270.353,270.353,-0.382,-2.51,1,3,65.01,4,https://real.enamine.net/public-enum-files/Z1137597511
O=C(NC=1C=C(Cl)C=CC1Cl)C2CCN(CC2)C(=O)OCC(F)(F)F,Z218611954,399.192,399.192,3.186,-5.17,1,2,58.64,7,https://real.enamine.net/public-enum-files/Z218611954
CC=1C=CC(=CC1)C2=NOC(CSCCCN3C(=O)CNC3=O)=N2,Z1137698066,346.406,346.406,2.017,-4.23,1,4,88.33,7,https://real.enamine.net/public-enum-files/Z1137698066
CC=1C=CC(=CC1)C=2C=C(CSCCN3C(=O)CNC3=O)ON2,Z401636546,331.391,331.391,2.333,-4.181,1,3,75.44,6,https://real.enamine.net/public-enum-files/Z401636546
O=S(=O)(NCC=1C=CC(Cl)=NC1)C=2C=C(F)C(F)=CC2F,Z1137660738,336.718,336.718,2.793,-4.207,1,3,59.06,4,https://real.enamine.net/public-enum-files/Z1137660738
CCOC(=O)NN=C1CCN(CC=2C=CC=NC2)CC1,Z839285358,276.335,276.335,1.776,-0.798,1,4,66.82,6,https://real.enamine.net/public-enum-files/Z839285358
O=C(CC(F)(F)F)NCC1=NC(=NN1)C=2C=CC(F)=CC2,Z1137563515,302.228,302.228,1.578,-3.72,2,3,70.67,6,https://real.enamine.net/public-enum-files/Z1137563515
CC1=NC(COC=2C=CC(C=C3SC(=S)NC3=O)=CC2)=NO1,Z839408228,333.388,333.388,1.11,-4.52,1,4,77.25,4,https://real.enamine.net/public-enum-files/Z839408228
CN1C=C(C=N1)C2CC2C(=O)NS(=O)(=O)CC=3C=CC(F)=CC3,Z1138369392,337.371,337.371,0.6,-1.91,1,4,81.06,6,https://real.enamine.net/public-enum-files/Z1138369392
CN(C)CC1CN(CCO1)C=2N=CC=C(N2)C(F)(F)F,Z1139218039,290.285,290.285,1.086,-2.442,0,5,41.49,4,https://real.enamine.net/public-enum-files/Z1139218039
CC1=NN(C)C(Cl)=C1C2CCCN2C(=O)COC=3C=CC=CC3,Z1139327146,333.813,333.813,2.305,-3.54,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z1139327146
CC1=NN(C)C(Cl)=C1C2CCCN2C(=O)C3=CC=CC(C#N)=C3,Z1139327247,328.796,328.796,2.167,-3.9,0,3,61.92,3,https://real.enamine.net/public-enum-files/Z1139327247
CC1=NN(C)C(Cl)=C1C2CCCN2C(=O)C=3C=CC(=O)N(C)N3,Z1139327256,335.789,335.789,-0.099,-2.31,0,4,70.8,3,https://real.enamine.net/public-enum-files/Z1139327256
CC(=O)NC1=NC(=CS1)CSC2=NN=NN2C(C)(C)C,Z151687404,312.417,312.417,1.572,-3.502,1,5,85.59,6,https://real.enamine.net/public-enum-files/Z151687404
CCN(CCC(F)(F)F)C(=O)C=1C=CC(C)=C(F)C1,Z966186008,277.258,277.258,2.626,-4.08,0,1,20.31,6,https://real.enamine.net/public-enum-files/Z966186008
COCCSC1=NN=C2C(Cl)=CC(=CN12)C(F)(F)F,Z167891572,311.712,311.712,2.513,-4.602,0,3,39.42,5,https://real.enamine.net/public-enum-files/Z167891572
COC=1C=CSC1C(=O)N2CCCC2C=3C(C)=NN(C)C3Cl,Z1140148117,339.842,339.842,2.74,-3.64,0,3,47.36,3,https://real.enamine.net/public-enum-files/Z1140148117
CC=1C=NN(C1)CC2CN(CCO2)C(C)C(=O)NC=3C=C(C)ON3,Z1139494916,333.386,333.386,0.992,-1.3,1,5,85.42,6,https://real.enamine.net/public-enum-files/Z1139494916
CC1=CC(C)=NN1CC2CN(CCC3=CC=CS3)CCO2,Z1139497185,305.44,305.44,2.858,-1.77,0,3,30.29,5,https://real.enamine.net/public-enum-files/Z1139497185
CC(=O)NC1=NC(=CS1)CN2CCOC(CN3C=C(C)C=N3)C2,Z1139494562,335.426,335.426,0.712,-1.46,1,5,72.28,6,https://real.enamine.net/public-enum-files/Z1139494562
CN1C(=O)C=2C=CC(=CC2C1=O)NC(=O)CC=3C(F)=C(F)C(F)=C(F)C3F,Z168275186,384.258,384.258,3.045,-5.32,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z168275186
O=S1(=O)CCC=C(C1)NCC=2C=CC(F)=CC2,Z1582336110,255.31,255.31,1.369,-2.45,1,3,46.17,3,
CCN(C(C)=O)C1=NC(C=C2SC(=S)NC2=O)=CS1,Z188462682,313.423,313.423,-0.36,-4.854,1,3,62.3,4,
CN(CC(F)(F)F)C(=O)CNC(=O)C1CC1C=2C=CC(F)=CC2,Z1260236995,332.294,332.294,1.863,-3.76,1,2,49.41,8,https://real.enamine.net/public-enum-files/Z1260236995
CC(=O)NC1=CC=C(C2=CSC(=N2)NC(=O)C3CC3C)C(F)=C1,Z193188286,333.382,333.382,3.083,-5.01,2,3,71.09,6,https://real.enamine.net/public-enum-files/Z193188286
CN1C(=CC(Cl)=C1Cl)C(=O)NC=2C=NC(=NC2)C(C)(C)C,Z846324902,327.209,327.209,3.968,-3.517,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z846324902
CCN(CC)C(=O)N1CCN(CN2N=C3C=CC=CN3C2=O)CC1,Z397656344,332.402,332.402,2.467,-2.198,0,4,62.7,6,
CC(=O)NC=1C=CC(NC(=O)C2(C)CC2(Cl)Cl)=C(C1)C(F)(F)F,Z228223502,369.166,369.166,2.038,-4.87,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z228223502
CC(SC1=NC=2C=CC=CC2N1C(F)F)C(=O)N3CCNC3=O,Z194439290,340.35,340.35,2.031,-4.568,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z194439290
CC(C)C=1C=C(C(=O)NCC2CCS(=O)(=O)C2)C3=CC=CC=C3N1,Z319057398,346.446,346.446,1.231,-3.927,1,4,76.13,5,https://real.enamine.net/public-enum-files/Z319057398
N#CC(C(=O)C=1SC=NC1Cl)C=2C=CC(=CN2)C(F)(F)F,Z851136536,331.702,331.702,1.228,-4.44,0,4,66.64,4,https://real.enamine.net/public-enum-files/Z851136536
NS(=O)(=O)C1=CN=C(S1)N2CCN(CC2)C=3C=CC=CC3,Z969109302,324.425,324.425,1.583,-3.764,1,5,79.53,3,https://real.enamine.net/public-enum-files/Z969109302
CC(=O)NC1=CC=CC=2CN(CCC12)C3=CC(Cl)=NC(C)=N3,Z991906800,316.786,316.786,2.191,-4.02,1,4,58.12,3,https://real.enamine.net/public-enum-files/Z991906800
CC(SC1=NN=C(C2=CC=CS2)N1C)C(=O)N3CCNC3=O,Z194750762,337.423,337.423,0.756,-4.549,1,4,80.12,5,https://real.enamine.net/public-enum-files/Z194750762
CCC1=NN=C(CSCC2=CSC(=N2)C=3C=CSC3)N1C,Z1583470840,336.503,336.503,2.587,-3.346,0,3,43.6,6,https://real.enamine.net/public-enum-files/Z1583470840
CC=1N=C(CSCC2=NN=C(C=3C=CC=CC3)N2C)SC1C,Z1583479130,330.474,330.474,2.825,-3.819,0,3,43.6,5,https://real.enamine.net/public-enum-files/Z1583479130
CC(C)C1=NN=C(NC(=O)CCC2CCCO2)S1,Z363484188,269.365,269.365,1.947,-2.62,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z363484188
CCSC1=NN=C(SCCN2N=C3C=CC=CN3C2=O)S1,Z362858908,339.463,339.463,2.019,-6.001,0,4,61.69,6,https://real.enamine.net/public-enum-files/Z362858908
COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NC3(C#N)CCSC3,Z856544584,342.417,342.417,1.689,-4.31,1,4,79.94,5,https://real.enamine.net/public-enum-files/Z856544584
CCOC(C)C(=O)NS(=O)(=O)C=1C=CC(F)=C(C1)C(F)(F)F,Z1146829720,343.296,343.296,2.408,-3.605,1,4,72.47,7,https://real.enamine.net/public-enum-files/Z1146829720
COCCC1(CNC(=O)C2=CC(C)=NN2C)CCCC1,Z1420543565,279.379,279.379,1.537,-1.727,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z1420543565
CC1C=2C=CC(F)=CC2CCN1C(=O)C3=NC(=O)NN3,Z1464631963,276.267,276.267,1.178,-3.33,2,4,73.8,2,https://real.enamine.net/public-enum-files/Z1464631963
O=S(=O)(CC=1C=C(Cl)C=C(Cl)C1)NCCC(F)(F)F,Z1454686199,336.159,336.159,2.978,-4.146,1,2,46.17,6,https://real.enamine.net/public-enum-files/Z1454686199
CC(C)COC1CCN(C1)C(=O)NCC2=NN=C(S2)C(C)(C)C,Z1414555844,340.486,340.486,1.953,-2.947,1,4,67.35,8,https://real.enamine.net/public-enum-files/Z1414555844
O=C(COC1=NN=C(O1)C=2C=CC=CC2)NC(=O)NC3CCCCC3,Z360486644,344.366,344.366,2.475,-5.26,2,5,106.35,8,https://real.enamine.net/public-enum-files/Z360486644
CC1=CC(CN(C)C(=O)C2CC(=NO2)C=3C=CC=C(F)C3)=NO1,Z748107968,317.316,317.316,2.221,-3.199,0,4,67.93,5,https://real.enamine.net/public-enum-files/Z748107968
COC=1C=CC(=CC1)C2CCCN2C3=NC=C(S3)S(N)(=O)=O,Z969109844,339.436,339.436,1.891,-3.712,1,5,85.52,4,https://real.enamine.net/public-enum-files/Z969109844
CC1=NC=C(CS(=O)(=O)C=2N=CC(C)=CN2)S1,Z1587485032,269.346,269.346,0.399,-1.733,0,5,72.81,3,https://real.enamine.net/public-enum-files/Z1587485032
CC=1C=CC(F)=C(C1)N(C#N)CCN2CCCS2(=O)=O,Z2736829805,297.35,297.35,2.071,-3.24,0,4,64.41,4,https://real.enamine.net/public-enum-files/Z2736829805
CC(=O)NC1=NC(=CS1)CSC2=NC(C)=C(C)O2,Z374254988,283.373,283.373,1.731,-3.32,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z374254988
CCN(C(C)=O)C1=NC(=CS1)CSC2=NC(C)=C(C)O2,Z374255056,311.426,311.426,1.314,-3.72,0,3,59.23,6,https://real.enamine.net/public-enum-files/Z374255056
CC1=NC(=CS1)C(C)NC(=O)NCC=2C=CC(Cl)=NC2,Z1152293645,310.804,310.804,1.34,-2.806,2,3,66.91,6,
O=C(CCC1CCCO1)NC2=CC=C(N=C2)N3C=CC=N3,Z363633174,286.33,286.33,1.847,-1.905,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z363633174
CC1=NC(=CS1)CSC2=NN=C(C(C)C)N2C3CC3,Z213372312,294.442,294.442,2.171,-3.11,0,3,43.6,5,https://real.enamine.net/public-enum-files/Z213372312
CN(CC1CCCO1)C(=O)NC=2C=CC(=CC2)C3=CSN=N3,Z873177528,318.396,318.396,1.644,-3.26,1,4,67.35,6,https://real.enamine.net/public-enum-files/Z873177528
CCN(C(C)=O)C1=NC(=CS1)CN2N=C(OC2=O)C3=CC=CS3,Z236330708,350.419,350.419,0.663,-4.08,0,4,75.1,6,https://real.enamine.net/public-enum-files/Z236330708
CC1COCCN1CC(=O)NC2=CC=NN2CC3=CC=CS3,Z369754616,320.412,320.412,1.872,-2.141,1,4,59.39,5,https://real.enamine.net/public-enum-files/Z369754616
CC1=NOC(C)=C1S(=O)(=O)NCC=2C=CC=C(C2)NC(=O)C3CC3,Z216449460,349.407,349.407,1.947,-2.34,2,4,101.3,7,https://real.enamine.net/public-enum-files/Z216449460
O=C(O)CN1C(=O)C(=CC2=CSC=3C=CC=CC23)SC1=S,Z217111750,335.425,335.425,2.458,-6.151,1,3,57.61,3,https://real.enamine.net/public-enum-files/Z217111750
NS(=O)(=O)C1CCCN(C1)C2=NC=3C=CC=CC3S2,Z381224174,297.399,297.399,1.615,-3.55,1,4,76.29,2,https://real.enamine.net/public-enum-files/Z381224174
CN1C=C(C=N1)CC(=O)N2CCSCC2C=3C=CC(Cl)=CC3,Z1217493715,335.853,335.853,2.366,-3.166,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z1217493715
CC(=O)NC1=NC(=CS1)CSCC2=CC(C)=NO2,Z1155980452,283.373,283.373,1.391,-2.576,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z1155980452
CC(=O)NC1=NC(=CS1)CSCC2=NN=NN2C3CC3,Z1155983858,310.401,310.401,0.848,-2.195,1,5,85.59,7,https://real.enamine.net/public-enum-files/Z1155983858
CC(=O)NC1=NC(=CS1)CSCC=2C=CC=C3OCCOC23,Z1155989700,336.432,336.432,2.837,-4.3,1,4,60.45,6,https://real.enamine.net/public-enum-files/Z1155989700
CC1=NN=C(CNC(=O)C=2C=C(F)C=CC2NC(=O)C3CC3C)N1C,Z1191253344,345.372,345.372,0.885,-2.98,2,4,88.91,7,https://real.enamine.net/public-enum-files/Z1191253344
CC1CC1C2=CC=C(CN(C)C3=C(C#N)C(=O)N(C)C(=O)N3C)O2,Z219292732,328.367,328.367,2.892,-2.98,0,4,80.79,4,https://real.enamine.net/public-enum-files/Z219292732
O=C(CCSC1=NNC(=O)N1C2CC2)NC=3C=C(Cl)C=CC3Cl,Z220282972,373.258,373.258,2.716,-5.34,2,3,73.8,7,https://real.enamine.net/public-enum-files/Z220282972
CCC1(CC)C(CC1N(C)C(=O)NCC2=CC=NN2C)OC,Z1443990632,308.42,308.42,2.637,-1.925,1,3,59.39,8,https://real.enamine.net/public-enum-files/Z1443990632
CC1=CC=C(NC(=O)NC(=O)CN2CCC=3SC=CC3C2)C(C)=C1,Z225160932,343.445,343.445,3.549,-4.023,2,3,61.44,6,https://real.enamine.net/public-enum-files/Z225160932
COCC1CN(CCO1)C=2N=CC(Br)=CN2,Z1272479786,288.141,288.141,0.85,-2.309,0,5,47.48,3,https://real.enamine.net/public-enum-files/Z1272479786
CC1=NN(CN2CCC=3SC=CC3C2)C(=S)S1,Z229264158,283.44,283.44,2.692,-3.559,0,2,18.84,2,
CN1CCN(CC1)C=2C=CC(=CN2)NC(=O)C=3C=CC=NC3Cl,Z236216548,331.8,331.8,1.289,-2.994,1,5,61.36,4,https://real.enamine.net/public-enum-files/Z236216548
CC1=CC(C)=C(C(=O)NC=2C=CC(=CN2)N3CCOCC3)C(=O)N1,Z1158046857,328.367,328.367,0.28,-3.415,2,5,83.56,4,https://real.enamine.net/public-enum-files/Z1158046857
O=C(O)CCN1C(=O)C(=CC2=CC=3C=CC=CC3O2)SC1=S,Z217111520,333.385,333.385,2.249,-5.92,1,3,70.75,4,https://real.enamine.net/public-enum-files/Z217111520
NC(=O)C1=CC=C(N(CC=2C=CC=C(F)C2)C1=O)C(F)(F)F,Z223060130,314.236,314.236,1.706,-3.702,1,2,63.4,4,https://real.enamine.net/public-enum-files/Z223060130
COC(=O)N1CCC(C1)NC(=O)CCC=2C=CSC2,Z1267053987,282.36,282.36,1.486,-2.27,1,2,58.64,7,https://real.enamine.net/public-enum-files/Z1267053987
CC(=O)SCC(=O)C(C#N)C1=NC=2C=CC=CC2N1,Z223456286,273.312,273.312,0.685,-3.01,1,4,86.61,5,
CC(C)C(C)N(C(=O)C=1N=C(N2C=CC=CC12)S(C)(=O)=O)C3CC3,Z917360802,349.45,349.45,2.251,-3.658,0,4,71.75,6,https://real.enamine.net/public-enum-files/Z917360802
O=C(NC=1C=CC(=CC1C(F)(F)F)NC(=O)C2CC2)C=3C=CC(F)=CC3F,Z223761532,384.301,384.301,2.243,-5.64,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z223761532
CN1C=C(C(=O)N2CCCSCC2)C(=N1)C3=CC=CC=C3Cl,Z1158304931,335.853,335.853,2.505,-4.188,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z1158304931
CCSCC(C)N(C)C(=O)C1=CN=C2SC(C)=C(C)N2C1=O,Z1593399961,339.479,339.479,1.625,-4.3,0,3,52.98,6,https://real.enamine.net/public-enum-files/Z1593399961
O=C(CN1CCN(CC1)C2=NC=CS2)NC=3C(F)=C(F)C(F)=C(F)C3F,Z224839780,392.349,392.349,2.059,-4.2,1,4,48.47,4,https://real.enamine.net/public-enum-files/Z224839780
CCC1=NN=C(N1)SCC(=O)C=2C=C(C)N(C2C)C3=NC=CS3,Z226777936,347.461,347.461,2.73,-5.093,1,4,76.46,6,https://real.enamine.net/public-enum-files/Z226777936
CC(NC(=O)NC=1C=CC(F)=C(C1)C(F)(F)F)C2=NN=CN2C,Z902903922,331.27,331.27,1.616,-3.34,2,3,71.84,6,https://real.enamine.net/public-enum-files/Z902903922
O=C(NCC1=NN=C2CCCN12)NC=3C=CC(F)=C(C3)C(F)(F)F,Z902905778,343.28,343.28,1.591,-3.038,2,3,71.84,6,https://real.enamine.net/public-enum-files/Z902905778
CCC(SC=1C=CC(Cl)=NN1)C(=O)NC=2C=C(C)ON2,Z228487918,312.776,312.776,1.538,-5.01,1,4,80.91,6,https://real.enamine.net/public-enum-files/Z228487918
CC(C)(C)C(=O)N1CCN(CC2=CN=C(Cl)S2)C(C)(C)C1,Z1595939639,329.89,329.89,2.851,-3.743,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z1595939639
CCN(C1CC1)S(=O)(=O)C=2C(C)=NN(CC3=NOC(C)=N3)C2C,Z1162796817,339.415,339.415,0.848,-0.67,0,5,94.12,6,https://real.enamine.net/public-enum-files/Z1162796817
O=C1C=2C=CC=CC2CS(=O)(=O)N1CC=3C=CC=CN3,Z1700079125,288.323,288.323,1.352,-2.861,0,4,67.34,2,https://real.enamine.net/public-enum-files/Z1700079125
CCC1=C(C=NN1C=2C=CC=CC2)C(=O)NCC3CCS(=O)(=O)C3,Z333580096,347.434,347.434,0.11,-2.853,1,4,81.06,6,https://real.enamine.net/public-enum-files/Z333580096
CNC(=S)NC1CCN(CC1)C2=NC=3C=CC=CC3S2,Z905362384,306.452,306.452,1.919,-4.646,2,2,40.19,2,https://real.enamine.net/public-enum-files/Z905362384
CC1=CC(CN(C)C(=O)C=2C=CC=C(C2)NC(=O)C3CC3)=NO1,Z383490166,313.352,313.352,1.115,-2.812,1,3,75.44,7,https://real.enamine.net/public-enum-files/Z383490166
CC=1C=C(Cl)C(CC(=O)N2C=CC=CC2=NC(C)C)=C(Cl)N1,Z236318520,338.231,338.231,3.94,-3.88,0,3,45.56,4,https://real.enamine.net/public-enum-files/Z236318520
ClC=1C=CC(=CN1)CNC2(CCOCC2)C=3C=CC=CC3,Z1299245515,302.799,302.799,1.59,-3.77,1,3,34.15,4,https://real.enamine.net/public-enum-files/Z1299245515
CCC(C)C(=O)NCCN1C(=O)SC(=CC2=CC=CS2)C1=O,Z237879094,338.448,338.448,2.75,-5.4,1,3,66.48,7,https://real.enamine.net/public-enum-files/Z237879094
O=C(NCC=1C=CN=C(C1)OCC2CC2)C=3C=CSC3,Z1165826742,288.366,288.366,2.963,-3.25,1,3,51.22,7,https://real.enamine.net/public-enum-files/Z1165826742
