sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=C(NC=1C=CC(=C(F)C1)N2C=NC=N2)C=3C=CC=CC3C(F)(F)F,Z810467212,350.271,350.271,1.963,-5.358,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z810467212
CCC=1N=C(CCNS(=O)(=O)C2=CC=CS2)SC1C,Z1015242958,316.466,316.466,2.753,-3.403,1,3,59.06,6,https://real.enamine.net/public-enum-files/Z1015242958
CN(C)C(=O)NCCN(C)C=1N=CC(=CC1Cl)C(F)(F)F,Z1574937503,324.73,324.73,2.727,-2.839,1,3,48.47,7,https://real.enamine.net/public-enum-files/Z1574937503
FC(F)(F)C=1C=NC(=C(Cl)C1)N2CCCC(C2)C3=CC=NN3,Z646494012,330.736,330.736,3.233,-4.26,1,3,44.81,3,https://real.enamine.net/public-enum-files/Z646494012
C#CCNC(=O)C1CCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F,Z52472795,345.748,345.748,2.005,-3.963,1,3,45.23,5,https://real.enamine.net/public-enum-files/Z52472795
NS(=O)(=O)C1CCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F,Z1095000522,343.754,343.754,0.989,-3.186,1,4,76.29,3,https://real.enamine.net/public-enum-files/Z1095000522
CC1=NN=C2CN(CCN12)C=3N=CC(=CC3Cl)C(F)(F)F,Z1139212356,317.698,317.698,1.273,-2.76,0,4,46.84,2,https://real.enamine.net/public-enum-files/Z1139212356
CCC1=NN=C2CN(CCN12)C=3N=CC(=CC3Cl)C(F)(F)F,Z1139212554,331.724,331.724,1.802,-3.15,0,4,46.84,3,https://real.enamine.net/public-enum-files/Z1139212554
CC(C)CN1C(=O)C(=O)N(CC=2C=CC=CN2)C1=O,Z199512366,261.277,261.277,0.877,-2.866,0,4,70.58,4,https://real.enamine.net/public-enum-files/Z199512366
CNC(=O)COC=1C=CC(Cl)=CC1C(F)(F)F,Z1624946660,267.632,267.632,2.712,-3.396,1,2,38.33,5,https://real.enamine.net/public-enum-files/Z1624946660
O=C(CC(F)(F)F)NC1=CC=C(F)C(=C1)NC(=O)C=2C=CSC2,Z435117892,346.302,346.302,2.084,-4.7,2,2,58.2,7,https://real.enamine.net/public-enum-files/Z435117892
O=C(NCC1CC1)C=2C=NN3C=CC=NC23,Z298888442,216.24,216.24,0.649,-1.618,1,3,59.29,3,https://real.enamine.net/public-enum-files/Z298888442
CN1C=C(C=N1)C2CC2C(=O)NC=3C=CC=CC3OC(F)(F)F,Z850647300,325.286,325.286,1.782,-3.1,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z850647300
C=CCN(C(=O)C1=CSC(=N1)C(C)(C)C)C2CCS(=O)(=O)C2,Z1023017426,342.48,342.48,0.996,-2.689,0,4,67.34,6,https://real.enamine.net/public-enum-files/Z1023017426
CC=1C=CC(Cl)=CC1N2CCC(CNC(=O)CC(F)(F)F)C2,Z1023738158,334.765,334.765,2.815,-4.353,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1023738158
CN1C=C(C(=O)NC2CCN(CC(F)F)CC2)C(=N1)C(F)(F)F,Z952732864,340.293,340.293,-0.362,-2.16,1,3,50.16,6,https://real.enamine.net/public-enum-files/Z952732864
CC(C)CN1C(=O)C(=O)N(CC(=O)C2=CC=CO2)C1=O,Z20131737,278.261,278.261,1.322,-3.67,0,4,87.9,5,https://real.enamine.net/public-enum-files/Z20131737
CCOC1=NN=C(CSC2=NN=C(C)N2C=3C=CC(C)=CC3)S1,Z970278946,347.461,347.461,2.801,-5.36,0,5,65.72,6,https://real.enamine.net/public-enum-files/Z970278946
O=C(NCCC1=NC=CN1C(F)F)NC=2C=CC=CC2OC(F)F,Z1032421312,346.281,346.281,1.658,-2.53,2,3,68.18,9,https://real.enamine.net/public-enum-files/Z1032421312
O=C(CSC=1N=CN=C2SC=CC12)N3CCOCC3,Z20247572,295.383,295.383,1.198,-4.15,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z20247572
N#CC=1C(Cl)=NSC1N2CCN(CC=3C=CSC3)CC2,Z642985492,324.854,324.854,2.843,-3.91,0,4,43.16,3,https://real.enamine.net/public-enum-files/Z642985492
CN1CCN(CC(=O)NC=2C=C(C=CC2Cl)C(F)(F)F)CC1,Z46161054,335.753,335.753,1.705,-2.559,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z46161054
CC(C)=CC(=O)NC1=CC(=NN1C2CCS(=O)(=O)C2)C(C)(C)C,Z284326536,339.455,339.455,0.878,-3.03,1,4,81.06,4,https://real.enamine.net/public-enum-files/Z284326536
CC=1C=NN(CC2CC2)C1NC(=O)C=3C=C(C=CC3C)S(C)(=O)=O,Z927333084,347.434,347.434,0.665,-3.49,1,4,81.06,6,https://real.enamine.net/public-enum-files/Z927333084
CN(CC1CCCO1)C(=O)C=2C=C(ON2)C3=CC=CO3,Z781517430,276.288,276.288,1.461,-2.296,0,3,68.71,5,https://real.enamine.net/public-enum-files/Z781517430
O=C(NCCC1=NC=CN1C(F)F)N2CCSCC2,Z1032846974,290.334,290.334,0.33,-1.52,1,2,50.16,6,https://real.enamine.net/public-enum-files/Z1032846974
O=C1OCCC1SC2=NN=C3C(Cl)=CC(Cl)=CN23,Z21777418,304.153,304.153,1.197,-5.04,0,3,56.49,2,https://real.enamine.net/public-enum-files/Z21777418
CON(C)C(=O)C1CC(=NO1)C2=CC=C(Cl)S2,Z735215552,274.725,274.725,2.943,-4.06,0,4,51.13,4,https://real.enamine.net/public-enum-files/Z735215552
CC(C)C1=NN=C(NC(=O)NC2CCOC=3C=CC=CC32)S1,Z412133662,318.396,318.396,2.899,-4.53,2,4,76.14,5,https://real.enamine.net/public-enum-files/Z412133662
CNC(=O)CN(C)C(=O)C1=CN=C(OCC(F)(F)F)C(Cl)=C1,Z433017938,339.698,339.698,1.038,-3.42,1,4,71.53,8,https://real.enamine.net/public-enum-files/Z433017938
CC=1C=C(N=C(C)N1)NC=2C=NN(C2)CC3CCCO3,Z646117802,273.334,273.334,1.988,-1.05,1,5,64.86,4,https://real.enamine.net/public-enum-files/Z646117802
CN(CC1COC2=CC=CC=C2O1)C(=O)NC3=NN=CS3,Z409509512,306.342,306.342,1.665,-4.243,1,5,76.58,5,https://real.enamine.net/public-enum-files/Z409509512
COC=1C=CC=C(C1)CN(C)C(=O)NC2=NN=C(S2)C3CC3,Z410227748,318.396,318.396,2.266,-3.68,1,4,67.35,7,https://real.enamine.net/public-enum-files/Z410227748
CC(CC#N)N(C)C(=O)NC=1C=NC(=CC1)OCC(F)(F)C(F)F,Z1385718344,348.297,348.297,2.297,-3.404,1,4,78.25,9,https://real.enamine.net/public-enum-files/Z1385718344
O=C(NCCC1=NC=CN1C(F)F)C(=O)NC2=CC=CC(F)=C2F,Z1032992434,344.265,344.265,0.075,-2.73,2,3,76.02,8,https://real.enamine.net/public-enum-files/Z1032992434
COC1=CC=2CCN(CC2C=C1OC)C(=O)NC3=NN=CS3,Z409509596,320.369,320.369,0.907,-3.734,1,5,76.58,3,https://real.enamine.net/public-enum-files/Z409509596
CCN1C=C(C=N1)S(=O)(=O)NC=2C=CC(F)=CC2C(F)(F)F,Z1379404676,337.295,337.295,2.014,-2.954,1,3,63.99,5,https://real.enamine.net/public-enum-files/Z1379404676
CCOCCC1(CNC(=O)NC=2C=CN(C)N2)CCCC1,Z1424100900,294.393,294.393,1.95,-2.143,2,3,68.18,9,https://real.enamine.net/public-enum-files/Z1424100900
C1=NC=2N=CN=C(C2N1)N3CCSCC3,Z645739768,221.284,221.284,0.862,-3.601,1,4,57.7,1,https://real.enamine.net/public-enum-files/Z645739768
COCC(=O)N1CCN(CC1)C=2SN=C(Cl)C2C#N,Z645746526,300.766,300.766,0.959,-3.186,0,5,69.46,4,https://real.enamine.net/public-enum-files/Z645746526
CC(C)C1=NN=C(NC(=O)NCC2COC=3C=CC=CC3O2)S1,Z412133784,334.395,334.395,3.13,-4.74,2,5,85.37,6,https://real.enamine.net/public-enum-files/Z412133784
O=C(NC1=NN=CS1)N2CCN(CC=3C=CC=CC3F)CC2,Z409511818,321.375,321.375,1.972,-3.7,1,4,61.36,5,https://real.enamine.net/public-enum-files/Z409511818
CCOC(=O)N1CCN(CC1)C(=O)NC=2C=C(C)ON2,Z166703952,282.296,282.296,1.265,-2.003,1,3,87.91,6,https://real.enamine.net/public-enum-files/Z166703952
CCC1=NN=C(NC(=O)CS(=O)(=O)NC2CCC(C)CC2)S1,Z1033427432,346.472,346.472,2.45,-3.768,2,5,101.05,7,https://real.enamine.net/public-enum-files/Z1033427432
CC(C)(C)C1=CSC(CCNC(=O)CC2CCS(=O)(=O)C2)=N1,Z1129729101,344.495,344.495,-0.499,-1.666,1,4,76.13,7,https://real.enamine.net/public-enum-files/Z1129729101
CC(C)C1=NN=C(NC(=O)NCC=2C=CC=3OCOC3C2)S1,Z412133912,320.369,320.369,3,-4.49,2,5,85.37,6,https://real.enamine.net/public-enum-files/Z412133912
COC=1C=CC=CC1CNC(=O)NC2=NN=C(S2)C3CC3,Z410227944,304.369,304.369,2.47,-3.55,2,4,76.14,7,https://real.enamine.net/public-enum-files/Z410227944
O=C(C=1C=CSC1)N2CCN(CC2)C=3C(F)=C(F)C(F)=C(F)C3F,Z80344353,362.319,362.319,3.307,-5.049,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z80344353
[O-][N+](=O)C=1C=CC(=CC1)CSC2=NNC(=O)N2CC3CCCO3,Z24701367,336.368,336.368,1.954,-4.673,1,5,97.07,6,https://real.enamine.net/public-enum-files/Z24701367
O=C(NC1=NN=CS1)NC2CCC(CC2)C=3C=CC=CC3,Z409510062,302.396,302.396,3.279,-4.747,2,3,66.91,5,https://real.enamine.net/public-enum-files/Z409510062
CC1=NN(C(Cl)=C1C(=O)NC(C)C2CCCO2)C=3C=CC=CC3,Z364100014,333.813,333.813,2.129,-4.157,1,3,56.15,5,https://real.enamine.net/public-enum-files/Z364100014
CC(C)N1N=CC2=CC(=CN=C21)C(=O)NC(C)C3CCCO3,Z364103146,302.372,302.372,1.758,-2.312,1,4,69.04,5,https://real.enamine.net/public-enum-files/Z364103146
CC1=CSC(=N1)C2CCCN(C2)S(=O)(=O)C3=CN=C(C)S3,Z1514179294,343.492,343.492,1.893,-2.271,0,4,63.16,3,https://real.enamine.net/public-enum-files/Z1514179294
CC1=NOC(C)=C1NC(=O)NC2=NN=C(S2)C3CC3,Z926913524,279.32,279.32,0.641,-2.39,2,4,92.94,5,https://real.enamine.net/public-enum-files/Z926913524
CC(NC(=O)C=1C=COC1)C(=O)NC2=NC(=CS2)C3CC3,Z647041816,305.354,305.354,1.526,-3.45,2,3,84.23,7,https://real.enamine.net/public-enum-files/Z647041816
O=C(CN1C=CC=N1)NC2=NC(=CS2)C3CC3,Z344193836,248.306,248.306,1.398,-1.86,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z344193836
CC1OCCC1SCC2=NC(=NO2)C3=CC=CO3,Z1513968071,266.318,266.318,1.922,-2.855,0,3,61.29,4,https://real.enamine.net/public-enum-files/Z1513968071
CC(C)(C)N1N=C(C=C1C2CC2)C(=O)NC3=NN=CN3,Z647137712,274.322,274.322,1.064,-3.232,2,4,88.49,5,https://real.enamine.net/public-enum-files/Z647137712
CC(=O)C1=C(C)NC(C(=O)CSC2=NC(C)=CS2)=C1C,Z25108176,308.422,308.422,2.772,-4.331,1,3,62.82,5,https://real.enamine.net/public-enum-files/Z25108176
CC1=CC(C(=O)CSC2=NN=CS2)=C(C)N1C3CC3,Z25107794,293.41,293.41,2.025,-3.668,0,3,47.78,5,https://real.enamine.net/public-enum-files/Z25107794
NC(=O)C=1C=CC(Cl)=CC1OCC2=NN=C(O2)C3CC3,Z913565948,293.706,293.706,0.528,-2.92,1,4,91.24,5,https://real.enamine.net/public-enum-files/Z913565948
CN1C(CN2C=C(C=C(Cl)C2=O)C(F)(F)F)=NC=3C=CC=CC31,Z982172458,341.716,341.716,2.949,-3.215,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z982172458
CCOC(=O)NC1CCCN(CC=2C(C)=NOC2C)C1,Z433164296,281.351,281.351,1.501,-0.769,1,3,67.6,6,https://real.enamine.net/public-enum-files/Z433164296
N#CC=1C=CC(CN2C(=O)C=3C=CC=CC3CS2(=O)=O)=C(F)C1,Z968461122,330.335,330.335,2.425,-4.413,0,4,78.24,2,https://real.enamine.net/public-enum-files/Z968461122
CCC1=NN2C(=O)C=C(CN3CCC(CC(N)=O)CC3)N=C2S1,Z434047900,335.426,335.426,-1.31,-2.05,1,5,91.36,5,
CC(=O)C1=CSC(=C1)C(=O)N(C)CCC2=NC=C(C)S2,Z1515543182,308.422,308.422,0.976,-3.21,0,3,50.27,6,https://real.enamine.net/public-enum-files/Z1515543182
COC(=O)C1=CC=C(CN2C=C(C=C(Cl)C2=O)C(F)(F)F)O1,Z25754114,335.663,335.663,2.655,-3.531,0,2,59.75,5,https://real.enamine.net/public-enum-files/Z25754114
CC=1OC(=NC1CC(=O)NC2=NN=C(S2)C(C)C)C=3C=CSC3,Z1037735416,348.446,348.446,2.556,-4.506,1,4,80.91,6,https://real.enamine.net/public-enum-files/Z1037735416
CN1C=CC(=CC1=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F,Z650342174,318.679,318.679,1.282,-2.41,0,2,40.62,3,https://real.enamine.net/public-enum-files/Z650342174
CN1N=CC(COC=2C=CC=C(F)C2C#N)=C1C(F)(F)F,Z1516191292,299.224,299.224,2.939,-3.204,0,3,50.84,4,https://real.enamine.net/public-enum-files/Z1516191292
CC(=NOCC(=O)NCC(C)C)C=1C=CC=2OCCOC2C1,Z26055683,306.358,306.358,2.846,-3.32,1,5,69.15,7,https://real.enamine.net/public-enum-files/Z26055683
CCC=1N=NSC1C(=O)N2CCCN(CC=3C=CC=CC3F)CC2,Z983161416,348.44,348.44,2.017,-3.37,0,4,49.33,5,https://real.enamine.net/public-enum-files/Z983161416
CCC1=NOC(C)=C1C(=O)NC2=C(C)C=NN2CC3CC3,Z927332734,288.346,288.346,0.562,-2.29,1,3,72.95,6,https://real.enamine.net/public-enum-files/Z927332734
O=C(CN1N=NC2=CC=CC=C2C1=O)NC(=O)NC3CCCCC3,Z26148781,329.355,329.355,2.489,-3.615,2,5,103.23,6,https://real.enamine.net/public-enum-files/Z26148781
CC1=NC=C(CN(C)CC2=CC(=O)N3C=CSC3=N2)S1,Z650314384,306.409,306.409,0.578,-2.357,0,4,48.8,4,https://real.enamine.net/public-enum-files/Z650314384
CNC(=O)NC(=O)COC=1C=CC=2OC=3CCCCC3C2C1,Z26266906,302.326,302.326,3.26,-3.9,2,3,80.57,6,https://real.enamine.net/public-enum-files/Z26266906
CCC=1N=NSC1C(=O)NCC2(CCOCC2)C=3C=CC=CC3,Z394278516,331.434,331.434,1.76,-2.855,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z394278516
CCSC1=NN=C(NC(=O)CC=2C=CC=3OCCOC3C2)S1,Z26406741,337.42,337.42,2.505,-5.59,1,5,73.34,6,https://real.enamine.net/public-enum-files/Z26406741
CCSC1=NN=C(NC(=O)C=2C=CC(=O)N(C)N2)S1,Z26406761,297.359,297.359,-0.319,-4.311,1,5,87.55,5,https://real.enamine.net/public-enum-files/Z26406761
CC(C)C1=NN=C(C=CC(=O)N(C(C)C(C)C)C2CC2)O1,Z1461772206,291.389,291.389,1.7,-2.828,0,3,59.23,7,https://real.enamine.net/public-enum-files/Z1461772206
O=C(CCN1C=CC(=N1)C(F)(F)F)NC=2C=CC=C(F)C2,Z1516515295,301.24,301.24,2.906,-3.204,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1516515295
C=CCN1C(=O)NN=C1SCCC=2C(C)=NOC2C,Z1517494934,280.348,280.348,1.399,-3.004,1,3,70.73,6,https://real.enamine.net/public-enum-files/Z1517494934
CCN1C=C(C=N1)S(=O)(=O)NC2=NN=C(S2)C(C)(C)C,Z1367002318,315.418,315.418,1.426,-2.159,1,5,89.77,5,https://real.enamine.net/public-enum-files/Z1367002318
CC1=NN(C(C)=C1NC(=O)N2CCSC(C)(C)C2)C=3C=CC=CC3,Z1359858345,344.476,344.476,2.53,-4.755,1,2,50.16,4,https://real.enamine.net/public-enum-files/Z1359858345
CCN(CC1=CC(=O)N2N=C(C)SC2=N1)C(C)C=3C=CC(F)=CC3,Z650025194,346.424,346.424,1.535,-3.77,0,4,48.27,5,https://real.enamine.net/public-enum-files/Z650025194
CC=1N=C(SC1Br)S(=O)(=O)NC2CC=CC2,Z1579098142,323.232,323.232,2.886,-3.58,1,3,59.06,3,https://real.enamine.net/public-enum-files/Z1579098142
CCC1=NN=C(NC(=O)CC=2C=CSC2)S1,Z26824791,253.347,253.347,1.892,-2.887,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z26824791
CC1=CC(C)=NN1CC=2C=CC=C(C2)C(=O)N(C)CC3CC3,Z915823524,297.396,297.396,2.191,-2.77,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z915823524
CCC1=NN=C(NC(=O)CC2=COC=3C=C(C=CC23)CC)S1,Z26823583,315.392,315.392,3.834,-4.96,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z26823583
CC1CC1C(=O)N(C)CC(=O)NC=2C=CC(Cl)=C(C2)C(F)(F)F,Z26922578,348.748,348.748,3.68,-4.62,1,2,49.41,7,https://real.enamine.net/public-enum-files/Z26922578
O=C(C1=CN=NS1)N2CCCC=3C=CC=C(OC(F)F)C32,Z818012660,311.309,311.309,1.357,-3.67,0,4,55.32,4,https://real.enamine.net/public-enum-files/Z818012660
CC(C#N)NS(=O)(=O)C1=CC=C(F)C=C1C(F)(F)F,Z1517098021,296.243,296.243,1.74,-3.399,1,3,69.96,4,https://real.enamine.net/public-enum-files/Z1517098021
CSC=1N=CC=CC1C(=O)NC2=NN=C(S2)C3CC3,Z27167395,292.383,292.383,1.221,-3.92,1,4,67.77,5,https://real.enamine.net/public-enum-files/Z27167395
COC=1C=CC=CC1CC(=O)NC2=NN=C(S2)C3CC3,Z27166020,289.355,289.355,2.08,-3.28,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z27166020
CC1=NN(CC(C)C)C(Cl)=C1C(=O)NC2=NN=C(S2)C3CC3,Z27166671,339.845,339.845,1.856,-4.52,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z27166671
COC=1C=CC(C=CC(=O)NC2=NN=C(S2)C3CC3)=CC1OC,Z27167195,331.391,331.391,2.784,-4.13,1,5,73.34,7,https://real.enamine.net/public-enum-files/Z27167195
CN(C)C=1C=CC=C(C1)C(=O)NC2=NN=C(S2)C3CC3,Z27167254,288.37,288.37,2.472,-3.62,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z27167254
CC=1C=C(C)C=C(C1)C(=O)NC2=NN=C(S2)C3CC3,Z27167257,273.355,273.355,3.11,-4.76,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z27167257
COC=1C=C(C=CC1C(=O)NC2=NN=C(S2)C3CC3)SC,Z27167292,321.421,321.421,2.708,-4.51,1,4,64.11,6,https://real.enamine.net/public-enum-files/Z27167292
O=C(CC=1C=CC=CC1F)NC2=NN=C(S2)C3CC3,Z27167317,277.319,277.319,2.304,-3.55,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z27167317
CC1(CCS(=O)(=O)C1)NC(=O)C=CC2=NC=3C=CC=CC3S2,Z27327139,336.432,336.432,1.047,-3.054,1,4,76.13,3,https://real.enamine.net/public-enum-files/Z27327139
CCOC(=O)NC1CCCN(C1)C(=O)C=2SC=CC2C,Z435775240,296.387,296.387,2.184,-3.242,1,2,58.64,6,https://real.enamine.net/public-enum-files/Z435775240
O=C(CN1CSCC1=O)NC2=NC=3C=CC(Cl)=CC3S2,Z27366435,327.812,327.812,2.88,-4.991,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z27366435
O=C(NCCSC(F)(F)F)C1CC(=O)NC=2C=C(F)C=CC21,Z435819048,336.307,336.307,2.535,-3.702,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z435819048
CC=1N=CSC1C(=O)N(C)C(C)C=2SC(=NC2C)C(C)C,Z1518291047,323.48,323.48,2.551,-3.201,0,3,46.09,5,https://real.enamine.net/public-enum-files/Z1518291047
CC(NC(=O)N1CCN(CC(F)F)CC1)C2=CC=C(F)C(F)=C2,Z951565560,333.325,333.325,2.837,-3.222,1,2,35.58,6,https://real.enamine.net/public-enum-files/Z951565560
CN(CC1=CC(Br)=CS1)C(=O)C=2C=C(NN2)C3CC3,Z435366810,340.24,340.24,3.025,-3.832,1,2,48.99,5,https://real.enamine.net/public-enum-files/Z435366810
COC=1C=CC=2N=C(NC(=O)CN3CSCC3=O)SC2C1,Z27678083,323.393,323.393,2.462,-4.265,1,4,71.53,5,https://real.enamine.net/public-enum-files/Z27678083
CC1=NN(C(C)=C1CNC(=O)N2CCSCC2)C=3C=CC=CC3,Z449193484,330.45,330.45,2.602,-3.211,1,2,50.16,5,https://real.enamine.net/public-enum-files/Z449193484
CC(C)(C)C1CCC(CC1)C(=O)NNC(=O)C=2C=CN=CC2,Z27709121,303.4,303.4,3.435,-4.64,2,3,71.09,6,https://real.enamine.net/public-enum-files/Z27709121
CC(C)CC(=O)NNC(=O)C=1C=CC(Br)=CC1,Z27732978,299.164,299.164,2.833,-4.398,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z27732978
CC1=NN(CC(C)C)C(Cl)=C1C(=O)NCC2CCCO2,Z27765403,299.797,299.797,1.338,-3.1,1,3,56.15,6,https://real.enamine.net/public-enum-files/Z27765403
CCN1C(C)=NC2=CC(=CC=C21)C(=O)NNC(=O)C3CCCO3,Z27779404,316.356,316.356,1.576,-2.51,2,4,85.25,6,https://real.enamine.net/public-enum-files/Z27779404
O=C(CSC1=NC2=CC=CC=C2S1)NNC(=O)C3CCCO3,Z27827957,337.42,337.42,2.207,-4.6,2,4,80.32,7,https://real.enamine.net/public-enum-files/Z27827957
CC1=NC(C2=CC=CS2)=C(CC(=O)N3CCCC(C)C3)S1,Z28189684,320.476,320.476,3.3,-3.52,0,2,33.2,4,https://real.enamine.net/public-enum-files/Z28189684
CN1C=CC=C1C(=O)NNC(=O)C2=CN=C(S2)C(C)(C)C,Z827998556,306.385,306.385,2.621,-2.456,2,3,76.02,6,https://real.enamine.net/public-enum-files/Z827998556
CN1C=CC=C1C(=O)N2CCSCC2,Z437581090,210.298,210.298,0.762,-1.797,0,1,25.24,2,https://real.enamine.net/public-enum-files/Z437581090
O=C(CCC1=NC=C(O1)C=2C=CC(F)=CC2F)N3CCSCC3,Z437588786,338.374,338.374,1.875,-3.751,0,2,46.34,5,https://real.enamine.net/public-enum-files/Z437588786
CC1=C(SC=2N=CN(C)C(=O)C12)C(=O)N3CCSCC3,Z437582400,309.41,309.41,0.49,-4.1,0,3,52.98,2,https://real.enamine.net/public-enum-files/Z437582400
O=C(CCC1=NC(=NO1)C=2C=CSC2)N3CCSCC3,Z437582714,309.41,309.41,1.156,-3.189,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z437582714
CC1=C(C=NN1C=2C=CC(Cl)=CC2)C(=O)N3CCSCC3,Z437588470,321.826,321.826,2.842,-3.986,0,2,38.13,3,https://real.enamine.net/public-enum-files/Z437588470
CN(C)C=1C=C(C=CN1)C(=O)N2CCSCC2,Z437578014,251.35,251.35,1.122,-2.401,0,3,36.44,3,https://real.enamine.net/public-enum-files/Z437578014
O=C(CN1N=NC2=CC=CC=C2C1=O)N3CCSCC3,Z437583062,290.343,290.343,1.437,-3.021,0,4,65.34,3,https://real.enamine.net/public-enum-files/Z437583062
COC=1C=CC(Cl)=CC1C(=O)NNC(=O)CC(C)(C)C,Z27873545,298.765,298.765,3.148,-4.217,2,3,67.43,7,https://real.enamine.net/public-enum-files/Z27873545
COC=1C=CC=CC1C2=NOC(CN3CCSCC3)=N2,Z433867238,291.37,291.37,1.556,-2.89,0,4,51.39,4,https://real.enamine.net/public-enum-files/Z433867238
O=C1OC(=NN1CC2=CSC(Br)=C2)C3=CC=CO3,Z441212696,327.155,327.155,2.906,-4.481,0,2,55.04,3,https://real.enamine.net/public-enum-files/Z441212696
COC=1C=CC=CC1OCCN2N=C(OC2=O)C3=CC=CO3,Z654348512,302.283,302.283,2.323,-3.419,0,4,73.5,6,https://real.enamine.net/public-enum-files/Z654348512
O=C(NC1=CC(=CNC1=O)C(F)(F)F)C=2C=CC=C(F)C2,Z223277384,300.209,300.209,1.707,-4.291,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z223277384
CC(C)CCN1C=CC(=N1)NC(=O)N(C)C2CCSC2,Z1518844950,296.433,296.433,2.366,-3.279,1,2,50.16,7,https://real.enamine.net/public-enum-files/Z1518844950
COC=1C=CC(=CC1)N=C2SCCN2C(=O)C=3C=CC(Cl)=NC3,Z28363976,347.821,347.821,3.124,-5.35,0,4,54.79,4,https://real.enamine.net/public-enum-files/Z28363976
CC=1N=C(C)N(CC=2C=CC=C(C2)NC(=O)N(C)C3CCSC3)N1,Z1518834323,345.464,345.464,1.399,-2.84,1,3,63.05,6,https://real.enamine.net/public-enum-files/Z1518834323
CC1=C(C=NN1CCC(C)C)NC(=O)N(C)C2CCSC2,Z1518850221,310.46,310.46,2.075,-2.815,1,2,50.16,7,https://real.enamine.net/public-enum-files/Z1518850221
CC(CC(=O)C(F)(F)F)=NNC(=O)C=1C=CC(F)=CC1,Z96092837,290.214,290.214,1.761,-3.59,1,3,58.53,5,
O=C(CN1N=NN(C1=O)C2=CC=CS2)NCC3CCOC3,Z394176936,309.346,309.346,0.401,-2.42,1,5,86.6,6,https://real.enamine.net/public-enum-files/Z394176936
CC1(CC(=O)NN=CC=2C=CC=CC2)SCCS1,Z57669016,280.412,280.412,2.589,-4.99,1,2,41.46,5,https://real.enamine.net/public-enum-files/Z57669016
CC1=NN(C(C)=C1C(=O)NNC(=O)C2CC2)C3=CC=C(F)C=C3F,Z685204556,334.321,334.321,1.533,-3.32,2,3,76.02,6,https://real.enamine.net/public-enum-files/Z685204556
CC=1C=CC(C(=O)N(CCC#N)CCC(F)(F)F)=C(F)C1,Z1391694132,302.268,302.268,2.072,-4.35,0,2,44.1,7,https://real.enamine.net/public-enum-files/Z1391694132
CCC=1N=NSC1C(=O)N2CSCC2C(=O)N(CC)CC,Z1101828241,328.456,328.456,1.566,-3.629,0,4,66.4,7,https://real.enamine.net/public-enum-files/Z1101828241
CCC=1C=CC=C2C(=CNC12)CCNC(=O)C=3C(C)=NN(C)C3Cl,Z1175626310,344.839,344.839,2.355,-4.603,2,2,62.71,6,https://real.enamine.net/public-enum-files/Z1175626310
CC(C)N1C(=O)CC(NC(=O)C2=CC=3C=CC=C(F)C3O2)C1=O,Z1360660000,318.3,318.3,2.996,-4.55,1,3,79.62,4,https://real.enamine.net/public-enum-files/Z1360660000
CCOC=1N=CC=CC1NC(=O)C=2CC(ON2)C=3C=CC=CC3,Z729623892,311.336,311.336,3.233,-3.74,1,5,72.81,6,https://real.enamine.net/public-enum-files/Z729623892
CC=1C=C(CN2N=C(OC2=O)C(C)(C)C)ON1,Z1419620212,237.256,237.256,0.715,-1.2,0,3,67.93,3,https://real.enamine.net/public-enum-files/Z1419620212
CC1=NN(C)C=2SC(=CC12)C(=O)NCCCOCC3CC3,Z230390202,307.413,307.413,2.2,-2.959,1,3,56.15,8,https://real.enamine.net/public-enum-files/Z230390202
CC1=CC=CC2=NC(=CN12)CS(=O)C3=NC=C(S3)C(C)(C)C,Z1521604648,333.474,333.474,2.904,-3.325,0,3,47.26,4,https://real.enamine.net/public-enum-files/Z1521604648
